period,type,canton,group,value
2025Q4,forecast,SG,Hôpitaux (ambulatoire),200.58
2025Q4,forecast,SG,Hôpitaux (séjours),229.02
2025Q4,forecast,SG,Laboratoire cabinet médical,22.19
2025Q4,forecast,SG,Laboratoires,23.26
2025Q4,forecast,SG,Médecins (ambulatoire) sans laboratoire,234.12
2025Q4,forecast,SG,Médicaments (médecin),134.19
2025Q4,forecast,SG,Pharmacies,69.06
2025Q4,forecast,SG,Physiothérapeutes,40.02
2025Q4,forecast,SG,SPITEX (soins à domicile),28.23
2025Q4,forecast,SH,Autres,71.18
2025Q4,forecast,SH,Etablissements médico-sociaux,73.18
2025Q4,forecast,SH,Hôpitaux (ambulatoire),241.25
2025Q4,forecast,SH,Hôpitaux (séjours),267.91
2025Q4,forecast,SH,Laboratoire cabinet médical,23.50
2025Q4,forecast,SH,Laboratoires,24.75
2025Q4,forecast,SH,Médecins (ambulatoire) sans laboratoire,226.66
2025Q4,forecast,SH,Médicaments (médecin),115.86
2025Q4,forecast,SH,Pharmacies,134.31
2025Q4,forecast,SH,Physiothérapeutes,49.61
2025Q4,forecast,SH,SPITEX (soins à domicile),35.07
2025Q4,forecast,SO,Autres,79.06
2025Q4,forecast,SO,Etablissements médico-sociaux,57.52
2025Q4,forecast,SO,Hôpitaux (ambulatoire),282.98
2025Q4,forecast,SO,Hôpitaux (séjours),257.59
2025Q4,forecast,SO,Laboratoire cabinet médical,25.47
2025Q4,forecast,SO,Laboratoires,24.73
2025Q4,forecast,SO,Médecins (ambulatoire) sans laboratoire,254.59
2025Q4,forecast,SO,Médicaments (médecin),139.92
2025Q4,forecast,SO,Pharmacies,124.19
2025Q4,forecast,SO,Physiothérapeutes,40.15
2025Q4,forecast,SO,SPITEX (soins à domicile),38.69
2025Q4,forecast,SZ,Autres,54.15
2025Q4,forecast,SZ,Etablissements médico-sociaux,53.02
2025Q4,forecast,SZ,Hôpitaux (ambulatoire),198.01
2025Q4,forecast,SZ,Hôpitaux (séjours),201.32
2025Q4,forecast,SZ,Laboratoire cabinet médical,25.53
2025Q4,forecast,SZ,Laboratoires,29.09
2025Q4,forecast,SZ,Médecins (ambulatoire) sans laboratoire,268.38
2025Q4,forecast,SZ,Médicaments (médecin),136.83
2025Q4,forecast,SZ,Pharmacies,65.45
2025Q4,forecast,SZ,Physiothérapeutes,37.34
2025Q4,forecast,SZ,SPITEX (soins à domicile),26.17
2025Q4,forecast,TG,Autres,75.37
2025Q4,forecast,TG,Etablissements médico-sociaux,54.84
2025Q4,forecast,TG,Hôpitaux (ambulatoire),266.75
2025Q4,forecast,TG,Hôpitaux (séjours),246.81
2025Q4,forecast,TG,Laboratoire cabinet médical,22.08
2025Q4,forecast,TG,Laboratoires,19.62
2025Q4,forecast,TG,Médecins (ambulatoire) sans laboratoire,225.04
2025Q4,forecast,TG,Médicaments (médecin),123.08
2025Q4,forecast,TG,Pharmacies,85.70
2025Q4,forecast,TG,Physiothérapeutes,47.09
2025Q4,forecast,TG,SPITEX (soins à domicile),35.07
2025Q4,forecast,TI,Autres,134.24
2025Q4,forecast,TI,Etablissements médico-sociaux,104.51
2025Q4,forecast,TI,Hôpitaux (ambulatoire),263.08
2025Q4,forecast,TI,Hôpitaux (séjours),246.70
2025Q4,forecast,TI,Laboratoire cabinet médical,24.14
2025Q4,forecast,TI,Laboratoires,45.13
2025Q4,forecast,TI,Médecins (ambulatoire) sans laboratoire,336.37
2025Q4,forecast,TI,Médicaments (médecin),34.71
2025Q4,forecast,TI,Pharmacies,256.29
2025Q4,forecast,TI,Physiothérapeutes,79.19
2025Q4,forecast,TI,SPITEX (soins à domicile),69.99
2025Q4,forecast,UR,Autres,72.25
2025Q4,forecast,UR,Etablissements médico-sociaux,73.11
2025Q4,forecast,UR,Hôpitaux (ambulatoire),288.69
2025Q4,forecast,UR,Hôpitaux (séjours),207.55
2025Q4,forecast,UR,Laboratoire cabinet médical,23.44
2025Q4,forecast,UR,Laboratoires,17.33
2025Q4,forecast,UR,Médecins (ambulatoire) sans laboratoire,168.37
2025Q4,forecast,UR,Médicaments (médecin),126.33
2025Q4,forecast,UR,Pharmacies,51.53
2025Q4,forecast,UR,Physiothérapeutes,30.32
2025Q4,forecast,UR,SPITEX (soins à domicile),27.40
2025Q4,forecast,VD,Autres,112.02
2025Q4,forecast,VD,Etablissements médico-sociaux,68.83
2025Q4,forecast,VD,Hôpitaux (ambulatoire),305.31
2025Q4,forecast,VD,Hôpitaux (séjours),226.84
2025Q4,forecast,VD,Laboratoire cabinet médical,18.16
2025Q4,forecast,VD,Laboratoires,39.04
2025Q4,forecast,VD,Médecins (ambulatoire) sans laboratoire,322.67
2025Q4,forecast,VD,Médicaments (médecin),31.31
2025Q4,forecast,VD,Pharmacies,231.01
2025Q4,forecast,VD,Physiothérapeutes,56.91
2025Q4,forecast,VD,SPITEX (soins à domicile),59.52
2025Q4,forecast,VS,Autres,82.83
2025Q4,forecast,VS,Etablissements médico-sociaux,68.64
2025Q4,forecast,VS,Hôpitaux (ambulatoire),254.01
2025Q4,forecast,VS,Hôpitaux (séjours),233.39
2025Q4,forecast,VS,Laboratoire cabinet médical,19.75
2025Q4,forecast,VS,Laboratoires,23.40
2025Q4,forecast,VS,Médecins (ambulatoire) sans laboratoire,256.48
2025Q4,forecast,VS,Médicaments (médecin),28.13
2025Q4,forecast,VS,Pharmacies,213.33
2025Q4,forecast,VS,Physiothérapeutes,42.81
2025Q4,forecast,VS,SPITEX (soins à domicile),39.33
2025Q4,forecast,ZG,Autres,59.04
2025Q4,forecast,ZG,Etablissements médico-sociaux,49.65
2025Q4,forecast,ZG,Hôpitaux (ambulatoire),174.31
2025Q4,forecast,ZG,Hôpitaux (séjours),184.35
2025Q4,forecast,ZG,Laboratoire cabinet médical,20.35
2025Q4,forecast,ZG,Laboratoires,35.64
2025Q4,forecast,ZG,Médecins (ambulatoire) sans laboratoire,253.53
2025Q4,forecast,ZG,Médicaments (médecin),110.74
2025Q4,forecast,ZG,Pharmacies,87.11
2025Q4,forecast,ZG,Physiothérapeutes,42.78
2025Q4,forecast,ZG,SPITEX (soins à domicile),22.39
2025Q4,forecast,ZH,Autres,76.31
2025Q4,forecast,ZH,Etablissements médico-sociaux,53.11
2025Q4,forecast,ZH,Hôpitaux (ambulatoire),213.58
2025Q4,forecast,ZH,Hôpitaux (séjours),219.65
2025Q4,forecast,ZH,Laboratoire cabinet médical,23.35
2025Q4,forecast,ZH,Laboratoires,32.22
2025Q4,forecast,ZH,Médecins (ambulatoire) sans laboratoire,310.74
2025Q4,forecast,ZH,Médicaments (médecin),111.32
2025Q4,forecast,ZH,Pharmacies,119.90
2025Q4,forecast,ZH,Physiothérapeutes,48.48
2025Q4,forecast,ZH,SPITEX (soins à domicile),46.37
2025Q4,forecast,CH,Autres,2188.65
2025Q4,forecast,CH,Etablissements médico-sociaux,1715.58
2025Q4,forecast,CH,Hôpitaux (ambulatoire),6632.59
2025Q4,forecast,CH,Hôpitaux (séjours),6128.53
2025Q4,forecast,CH,Laboratoire cabinet médical,565.05
2025Q4,forecast,CH,Laboratoires,752.81
2025Q4,forecast,CH,Médecins (ambulatoire) sans laboratoire,6671.44
2025Q4,forecast,CH,Médicaments (médecin),2343.12
2025Q4,forecast,CH,Pharmacies,3723.32
2025Q4,forecast,CH,Physiothérapeutes,1168.72
2025Q4,forecast,CH,SPITEX (soins à domicile),1010.38
2026Q1,forecast,AG,Autres,83.10
2026Q1,forecast,AG,Etablissements médico-sociaux,48.02
2026Q1,forecast,AG,Hôpitaux (ambulatoire),245.81
2026Q1,forecast,AG,Hôpitaux (séjours),228.23
2026Q1,forecast,AG,Laboratoire cabinet médical,22.65
2026Q1,forecast,AG,Laboratoires,21.84
2026Q1,forecast,AG,Médecins (ambulatoire) sans laboratoire,230.35
2026Q1,forecast,AG,Médicaments (médecin),44.82
2026Q1,forecast,AG,Pharmacies,184.20
2026Q1,forecast,AG,Physiothérapeutes,42.77
2026Q1,forecast,AG,SPITEX (soins à domicile),38.78
2026Q1,forecast,AI,Autres,66.19
2026Q1,forecast,AI,Etablissements médico-sociaux,63.62
2026Q1,forecast,AI,Hôpitaux (ambulatoire),156.70
2026Q1,forecast,AI,Hôpitaux (séjours),195.62
2026Q1,forecast,AI,Laboratoire cabinet médical,18.20
2026Q1,forecast,AI,Laboratoires,17.04
2026Q1,forecast,AI,Médecins (ambulatoire) sans laboratoire,163.84
2026Q1,forecast,AI,Médicaments (médecin),111.29
2026Q1,forecast,AI,Pharmacies,36.88
2026Q1,forecast,AI,Physiothérapeutes,27.21
2026Q1,forecast,AI,SPITEX (soins à domicile),35.33
2026Q1,forecast,AR,Autres,63.52
2026Q1,forecast,AR,Etablissements médico-sociaux,78.44
2026Q1,forecast,AR,Hôpitaux (ambulatoire),194.81
2026Q1,forecast,AR,Hôpitaux (séjours),249.79
2026Q1,forecast,AR,Laboratoire cabinet médical,21.54
2026Q1,forecast,AR,Laboratoires,20.83
2026Q1,forecast,AR,Médecins (ambulatoire) sans laboratoire,215.86
2026Q1,forecast,AR,Médicaments (médecin),126.92
2026Q1,forecast,AR,Pharmacies,65.51
2026Q1,forecast,AR,Physiothérapeutes,33.72
2026Q1,forecast,AR,SPITEX (soins à domicile),32.57
2026Q1,forecast,BE,Autres,86.34
2026Q1,forecast,BE,Etablissements médico-sociaux,76.31
2026Q1,forecast,BE,Hôpitaux (ambulatoire),250.74
2026Q1,forecast,BE,Hôpitaux (séjours),252.78
2026Q1,forecast,BE,Laboratoire cabinet médical,23.28
2026Q1,forecast,BE,Laboratoires,28.29
2026Q1,forecast,BE,Médecins (ambulatoire) sans laboratoire,257.98
2026Q1,forecast,BE,Médicaments (médecin),92.12
2026Q1,forecast,BE,Pharmacies,154.75
2026Q1,forecast,BE,Physiothérapeutes,36.55
2026Q1,forecast,BE,SPITEX (soins à domicile),46.06
2026Q1,forecast,BL,Autres,89.65
2026Q1,forecast,BL,Etablissements médico-sociaux,57.98
2026Q1,forecast,BL,Hôpitaux (ambulatoire),316.63
2026Q1,forecast,BL,Hôpitaux (séjours),309.45
2026Q1,forecast,BL,Laboratoire cabinet médical,24.94
2026Q1,forecast,BL,Laboratoires,26.77
2026Q1,forecast,BL,Médecins (ambulatoire) sans laboratoire,294.14
2026Q1,forecast,BL,Médicaments (médecin),102.25
2026Q1,forecast,BL,Pharmacies,154.35
2026Q1,forecast,BL,Physiothérapeutes,52.80
2026Q1,forecast,BL,SPITEX (soins à domicile),53.15
2026Q1,forecast,BS,Autres,97.43
2026Q1,forecast,BS,Etablissements médico-sociaux,78.15
2026Q1,forecast,BS,Hôpitaux (ambulatoire),310.24
2026Q1,forecast,BS,Hôpitaux (séjours),332.24
2026Q1,forecast,BS,Laboratoire cabinet médical,21.98
2026Q1,forecast,BS,Laboratoires,29.24
2026Q1,forecast,BS,Médecins (ambulatoire) sans laboratoire,285.03
2026Q1,forecast,BS,Médicaments (médecin),33.25
2026Q1,forecast,BS,Pharmacies,232.67
2026Q1,forecast,BS,Physiothérapeutes,55.51
2026Q1,forecast,BS,SPITEX (soins à domicile),53.89
2026Q1,forecast,FR,Autres,96.71
2026Q1,forecast,FR,Etablissements médico-sociaux,54.85
2026Q1,forecast,FR,Hôpitaux (ambulatoire),235.93
2026Q1,forecast,FR,Hôpitaux (séjours),199.72
2026Q1,forecast,FR,Laboratoire cabinet médical,20.29
2026Q1,forecast,FR,Laboratoires,31.45
2026Q1,forecast,FR,Médecins (ambulatoire) sans laboratoire,272.62
2026Q1,forecast,FR,Médicaments (médecin),34.62
2026Q1,forecast,FR,Pharmacies,196.96
2026Q1,forecast,FR,Physiothérapeutes,37.04
2026Q1,forecast,FR,SPITEX (soins à domicile),33.13
2026Q1,forecast,GE,Autres,120.49
2026Q1,forecast,GE,Etablissements médico-sociaux,62.22
2026Q1,forecast,GE,Hôpitaux (ambulatoire),292.60
2026Q1,forecast,GE,Hôpitaux (séjours),222.72
2026Q1,forecast,GE,Laboratoire cabinet médical,14.16
2026Q1,forecast,GE,Laboratoires,55.55
2026Q1,forecast,GE,Médecins (ambulatoire) sans laboratoire,414.10
2026Q1,forecast,GE,Médicaments (médecin),27.08
2026Q1,forecast,GE,Pharmacies,230.78
2026Q1,forecast,GE,Physiothérapeutes,63.71
2026Q1,forecast,GE,SPITEX (soins à domicile),40.48
2026Q1,forecast,GL,Autres,78.08
2026Q1,forecast,GL,Etablissements médico-sociaux,66.78
2026Q1,forecast,GL,Hôpitaux (ambulatoire),247.22
2026Q1,forecast,GL,Hôpitaux (séjours),227.97
2026Q1,forecast,GL,Laboratoire cabinet médical,21.85
2026Q1,forecast,GL,Laboratoires,23.27
2026Q1,forecast,GL,Médecins (ambulatoire) sans laboratoire,183.11
2026Q1,forecast,GL,Médicaments (médecin),124.79
2026Q1,forecast,GL,Pharmacies,87.23
2026Q1,forecast,GL,Physiothérapeutes,39.18
2026Q1,forecast,GL,SPITEX (soins à domicile),31.18
2026Q1,forecast,GR,Autres,70.31
2026Q1,forecast,GR,Etablissements médico-sociaux,58.60
2026Q1,forecast,GR,Hôpitaux (ambulatoire),227.39
2026Q1,forecast,GR,Hôpitaux (séjours),236.93
2026Q1,forecast,GR,Laboratoire cabinet médical,22.32
2026Q1,forecast,GR,Laboratoires,25.24
2026Q1,forecast,GR,Médecins (ambulatoire) sans laboratoire,207.40
2026Q1,forecast,GR,Médicaments (médecin),68.15
2026Q1,forecast,GR,Pharmacies,146.15
2026Q1,forecast,GR,Physiothérapeutes,36.13
2026Q1,forecast,GR,SPITEX (soins à domicile),32.45
2026Q1,forecast,JU,Autres,107.93
2026Q1,forecast,JU,Etablissements médico-sociaux,86.20
2026Q1,forecast,JU,Hôpitaux (ambulatoire),280.40
2026Q1,forecast,JU,Hôpitaux (séjours),279.35
2026Q1,forecast,JU,Laboratoire cabinet médical,18.67
2026Q1,forecast,JU,Laboratoires,26.02
2026Q1,forecast,JU,Médecins (ambulatoire) sans laboratoire,249.32
2026Q1,forecast,JU,Médicaments (médecin),31.14
2026Q1,forecast,JU,Pharmacies,242.18
2026Q1,forecast,JU,Physiothérapeutes,43.34
2026Q1,forecast,JU,SPITEX (soins à domicile),63.92
2026Q1,forecast,LU,Autres,69.50
2026Q1,forecast,LU,Etablissements médico-sociaux,66.00
2026Q1,forecast,LU,Hôpitaux (ambulatoire),253.32
2026Q1,forecast,LU,Hôpitaux (séjours),210.97
2026Q1,forecast,LU,Laboratoire cabinet médical,21.72
2026Q1,forecast,LU,Laboratoires,24.50
2026Q1,forecast,LU,Médecins (ambulatoire) sans laboratoire,214.05
2026Q1,forecast,LU,Médicaments (médecin),124.36
2026Q1,forecast,LU,Pharmacies,72.54
2026Q1,forecast,LU,Physiothérapeutes,35.00
2026Q1,forecast,LU,SPITEX (soins à domicile),36.89
2026Q1,forecast,NE,Autres,118.38
2026Q1,forecast,NE,Etablissements médico-sociaux,90.32
2026Q1,forecast,NE,Hôpitaux (ambulatoire),281.55
2026Q1,forecast,NE,Hôpitaux (séjours),243.15
2026Q1,forecast,NE,Laboratoire cabinet médical,15.73
2026Q1,forecast,NE,Laboratoires,50.81
2026Q1,forecast,NE,Médecins (ambulatoire) sans laboratoire,269.77
2026Q1,forecast,NE,Médicaments (médecin),28.73
2026Q1,forecast,NE,Pharmacies,250.47
2026Q1,forecast,NE,Physiothérapeutes,42.75
2026Q1,forecast,NE,SPITEX (soins à domicile),56.13
2026Q1,forecast,NW,Autres,81.39
2026Q1,forecast,NW,Etablissements médico-sociaux,62.33
2026Q1,forecast,NW,Hôpitaux (ambulatoire),313.10
2026Q1,forecast,NW,Hôpitaux (séjours),197.07
2026Q1,forecast,NW,Laboratoire cabinet médical,21.53
2026Q1,forecast,NW,Laboratoires,20.83
2026Q1,forecast,NW,Médecins (ambulatoire) sans laboratoire,195.60
2026Q1,forecast,NW,Médicaments (médecin),121.29
2026Q1,forecast,NW,Pharmacies,82.59
2026Q1,forecast,NW,Physiothérapeutes,33.83
2026Q1,forecast,NW,SPITEX (soins à domicile),32.66
2026Q1,forecast,OW,Autres,69.89
2026Q1,forecast,OW,Etablissements médico-sociaux,61.29
2026Q1,forecast,OW,Hôpitaux (ambulatoire),270.14
2026Q1,forecast,OW,Hôpitaux (séjours),204.23
2026Q1,forecast,OW,Laboratoire cabinet médical,20.16
2026Q1,forecast,OW,Laboratoires,24.60
2026Q1,forecast,OW,Médecins (ambulatoire) sans laboratoire,169.98
2026Q1,forecast,OW,Médicaments (médecin),122.43
2026Q1,forecast,OW,Pharmacies,63.55
2026Q1,forecast,OW,Physiothérapeutes,33.77
2026Q1,forecast,OW,SPITEX (soins à domicile),25.67
2026Q1,forecast,SG,Autres,64.06
2026Q1,forecast,SG,Etablissements médico-sociaux,58.08
2026Q1,forecast,SG,Hôpitaux (ambulatoire),185.72
2026Q1,forecast,SG,Hôpitaux (séjours),229.40
2026Q1,forecast,SG,Laboratoire cabinet médical,21.97
2026Q1,forecast,SG,Laboratoires,24.13
2026Q1,forecast,SG,Médecins (ambulatoire) sans laboratoire,230.18
2026Q1,forecast,SG,Médicaments (médecin),129.85
2026Q1,forecast,SG,Pharmacies,70.48
2026Q1,forecast,SG,Physiothérapeutes,38.28
2026Q1,forecast,SG,SPITEX (soins à domicile),31.61
2026Q1,forecast,SH,Autres,70.44
2026Q1,forecast,SH,Etablissements médico-sociaux,73.38
2026Q1,forecast,SH,Hôpitaux (ambulatoire),171.71
2026Q1,forecast,SH,Hôpitaux (séjours),232.88
2026Q1,forecast,SH,Laboratoire cabinet médical,23.31
2026Q1,forecast,SH,Laboratoires,24.80
2026Q1,forecast,SH,Médecins (ambulatoire) sans laboratoire,218.63
2026Q1,forecast,SH,Médicaments (médecin),118.25
2026Q1,forecast,SH,Pharmacies,125.01
2026Q1,forecast,SH,Physiothérapeutes,45.87
2026Q1,forecast,SH,SPITEX (soins à domicile),37.57
2026Q1,forecast,SO,Autres,80.03
2026Q1,forecast,SO,Etablissements médico-sociaux,58.82
2026Q1,forecast,SO,Hôpitaux (ambulatoire),290.65
2026Q1,forecast,SO,Hôpitaux (séjours),252.00
2026Q1,forecast,SO,Laboratoire cabinet médical,24.45
2026Q1,forecast,SO,Laboratoires,25.59
2026Q1,forecast,SO,Médecins (ambulatoire) sans laboratoire,248.52
2026Q1,forecast,SO,Médicaments (médecin),131.37
2026Q1,forecast,SO,Pharmacies,122.51
2026Q1,forecast,SO,Physiothérapeutes,39.06
2026Q1,forecast,SO,SPITEX (soins à domicile),39.63
2026Q1,forecast,SZ,Autres,59.36
2026Q1,forecast,SZ,Etablissements médico-sociaux,55.75
2026Q1,forecast,SZ,Hôpitaux (ambulatoire),194.33
2026Q1,forecast,SZ,Hôpitaux (séjours),223.52
2026Q1,forecast,SZ,Laboratoire cabinet médical,25.72
2026Q1,forecast,SZ,Laboratoires,29.52
2026Q1,forecast,SZ,Médecins (ambulatoire) sans laboratoire,256.02
2026Q1,forecast,SZ,Médicaments (médecin),133.24
2026Q1,forecast,SZ,Pharmacies,64.23
2026Q1,forecast,SZ,Physiothérapeutes,38.39
2026Q1,forecast,SZ,SPITEX (soins à domicile),28.84
2026Q1,forecast,TG,Autres,74.07
2026Q1,forecast,TG,Etablissements médico-sociaux,55.61
2026Q1,forecast,TG,Hôpitaux (ambulatoire),239.54
2026Q1,forecast,TG,Hôpitaux (séjours),249.48
2026Q1,forecast,TG,Laboratoire cabinet médical,21.45
2026Q1,forecast,TG,Laboratoires,19.53
2026Q1,forecast,TG,Médecins (ambulatoire) sans laboratoire,214.23
2026Q1,forecast,TG,Médicaments (médecin),113.83
2026Q1,forecast,TG,Pharmacies,81.78
2026Q1,forecast,TG,Physiothérapeutes,44.54
2026Q1,forecast,TG,SPITEX (soins à domicile),36.73
2026Q1,forecast,TI,Autres,141.03
2026Q1,forecast,TI,Etablissements médico-sociaux,112.26
2026Q1,forecast,TI,Hôpitaux (ambulatoire),192.43
2026Q1,forecast,TI,Hôpitaux (séjours),240.91
2026Q1,forecast,TI,Laboratoire cabinet médical,23.21
2026Q1,forecast,TI,Laboratoires,42.72
2026Q1,forecast,TI,Médecins (ambulatoire) sans laboratoire,316.49
2026Q1,forecast,TI,Médicaments (médecin),34.90
2026Q1,forecast,TI,Pharmacies,248.21
2026Q1,forecast,TI,Physiothérapeutes,75.81
2026Q1,forecast,TI,SPITEX (soins à domicile),73.55
2026Q1,forecast,UR,Autres,70.83
2026Q1,forecast,UR,Etablissements médico-sociaux,76.05
2026Q1,forecast,UR,Hôpitaux (ambulatoire),288.37
2026Q1,forecast,UR,Hôpitaux (séjours),233.04
2026Q1,forecast,UR,Laboratoire cabinet médical,20.53
2026Q1,forecast,UR,Laboratoires,16.87
2026Q1,forecast,UR,Médecins (ambulatoire) sans laboratoire,150.92
2026Q1,forecast,UR,Médicaments (médecin),102.11
2026Q1,forecast,UR,Pharmacies,52.33
2026Q1,forecast,UR,Physiothérapeutes,28.66
2026Q1,forecast,UR,SPITEX (soins à domicile),31.18
2026Q1,forecast,VD,Autres,107.46
2026Q1,forecast,VD,Etablissements médico-sociaux,59.76
2026Q1,forecast,VD,Hôpitaux (ambulatoire),285.96
2026Q1,forecast,VD,Hôpitaux (séjours),201.08
2026Q1,forecast,VD,Laboratoire cabinet médical,17.50
2026Q1,forecast,VD,Laboratoires,35.15
2026Q1,forecast,VD,Médecins (ambulatoire) sans laboratoire,299.97
2026Q1,forecast,VD,Médicaments (médecin),28.75
2026Q1,forecast,VD,Pharmacies,207.91
2026Q1,forecast,VD,Physiothérapeutes,49.63
2026Q1,forecast,VD,SPITEX (soins à domicile),47.31
2026Q1,forecast,VS,Autres,83.94
2026Q1,forecast,VS,Etablissements médico-sociaux,68.35
2026Q1,forecast,VS,Hôpitaux (ambulatoire),242.52
2026Q1,forecast,VS,Hôpitaux (séjours),207.75
2026Q1,forecast,VS,Laboratoire cabinet médical,19.77
2026Q1,forecast,VS,Laboratoires,22.85
2026Q1,forecast,VS,Médecins (ambulatoire) sans laboratoire,243.92
2026Q1,forecast,VS,Médicaments (médecin),27.43
2026Q1,forecast,VS,Pharmacies,201.25
2026Q1,forecast,VS,Physiothérapeutes,41.26
2026Q1,forecast,VS,SPITEX (soins à domicile),39.15
2026Q1,forecast,ZG,Autres,61.26
2026Q1,forecast,ZG,Etablissements médico-sociaux,50.93
2026Q1,forecast,ZG,Hôpitaux (ambulatoire),183.83
2026Q1,forecast,ZG,Hôpitaux (séjours),0.00
2026Q1,forecast,ZG,Laboratoire cabinet médical,20.47
2026Q1,forecast,ZG,Laboratoires,36.15
2026Q1,forecast,ZG,Médecins (ambulatoire) sans laboratoire,245.22
2026Q1,forecast,ZG,Médicaments (médecin),104.02
2026Q1,forecast,ZG,Pharmacies,90.79
2026Q1,forecast,ZG,Physiothérapeutes,40.99
2026Q1,forecast,ZG,SPITEX (soins à domicile),22.74
2026Q1,forecast,ZH,Autres,76.08
2026Q1,forecast,ZH,Etablissements médico-sociaux,54.51
2026Q1,forecast,ZH,Hôpitaux (ambulatoire),189.73
2026Q1,forecast,ZH,Hôpitaux (séjours),220.48
2026Q1,forecast,ZH,Laboratoire cabinet médical,22.10
2026Q1,forecast,ZH,Laboratoires,30.43
2026Q1,forecast,ZH,Médecins (ambulatoire) sans laboratoire,290.96
2026Q1,forecast,ZH,Médicaments (médecin),104.15
2026Q1,forecast,ZH,Pharmacies,113.95
2026Q1,forecast,ZH,Physiothérapeutes,47.03
2026Q1,forecast,ZH,SPITEX (soins à domicile),52.20
2026Q1,forecast,CH,Autres,2187.46
2026Q1,forecast,CH,Etablissements médico-sociaux,1734.61
2026Q1,forecast,CH,Hôpitaux (ambulatoire),6341.39
2026Q1,forecast,CH,Hôpitaux (séjours),5880.75
2026Q1,forecast,CH,Laboratoire cabinet médical,549.49
2026Q1,forecast,CH,Laboratoires,734.03
2026Q1,forecast,CH,Médecins (ambulatoire) sans laboratoire,6338.19
2026Q1,forecast,CH,Médicaments (médecin),2221.15
2026Q1,forecast,CH,Pharmacies,3579.27
2026Q1,forecast,CH,Physiothérapeutes,1102.83
2026Q1,forecast,CH,SPITEX (soins à domicile),1052.81
2026Q2,forecast,AG,Autres,82.13
2026Q2,forecast,AG,Etablissements médico-sociaux,47.79
2026Q2,forecast,AG,Hôpitaux (ambulatoire),346.75
2026Q2,forecast,AG,Hôpitaux (séjours),255.04
2026Q2,forecast,AG,Laboratoire cabinet médical,22.88
2026Q2,forecast,AG,Laboratoires,23.10
2026Q2,forecast,AG,Médecins (ambulatoire) sans laboratoire,239.46
2026Q2,forecast,AG,Médicaments (médecin),43.85
2026Q2,forecast,AG,Pharmacies,187.95
2026Q2,forecast,AG,Physiothérapeutes,41.75
2026Q2,forecast,AG,SPITEX (soins à domicile),39.95
2026Q2,forecast,AI,Autres,58.70
2026Q2,forecast,AI,Etablissements médico-sociaux,62.44
2026Q2,forecast,AI,Hôpitaux (ambulatoire),164.83
2026Q2,forecast,AI,Hôpitaux (séjours),221.62
2026Q2,forecast,AI,Laboratoire cabinet médical,18.63
2026Q2,forecast,AI,Laboratoires,21.17
2026Q2,forecast,AI,Médecins (ambulatoire) sans laboratoire,165.32
2026Q2,forecast,AI,Médicaments (médecin),103.69
2026Q2,forecast,AI,Pharmacies,35.54
2026Q2,forecast,AI,Physiothérapeutes,24.08
