Period,Canton,Cost_Group,Value,Type
2025Q2,ZH,Physiothérapeutes,-14.38,Forecast
2025Q2,ZH,SPITEX (soins à domicile),1.92,Forecast
2025Q2,ZH,Total,219.44,Forecast
2025Q3,AG,Autres,-7.39,Forecast
2025Q3,AG,Etablissements médico-sociaux,30.31,Forecast
2025Q3,AG,Hôpitaux (ambulatoire),71.23,Forecast
2025Q3,AG,Hôpitaux (séjours),193.40,Forecast
2025Q3,AG,Laboratoire cabinet médical,13.41,Forecast
2025Q3,AG,Laboratoires,9.63,Forecast
2025Q3,AG,Médecins (ambulatoire) sans laboratoire,104.54,Forecast
2025Q3,AG,Médicaments (médecin),12.52,Forecast
2025Q3,AG,Pharmacies,108.22,Forecast
2025Q3,AG,Physiothérapeutes,6.07,Forecast
2025Q3,AG,SPITEX (soins à domicile),7.11,Forecast
2025Q3,AG,Total,549.03,Forecast
2025Q3,AI,Autres,13.55,Forecast
2025Q3,AI,Etablissements médico-sociaux,48.71,Forecast
2025Q3,AI,Hôpitaux (ambulatoire),95.71,Forecast
2025Q3,AI,Hôpitaux (séjours),175.14,Forecast
2025Q3,AI,Laboratoire cabinet médical,13.32,Forecast
2025Q3,AI,Laboratoires,9.97,Forecast
2025Q3,AI,Médecins (ambulatoire) sans laboratoire,86.45,Forecast
2025Q3,AI,Médicaments (médecin),83.51,Forecast
2025Q3,AI,Pharmacies,-1.44,Forecast
2025Q3,AI,Physiothérapeutes,3.42,Forecast
2025Q3,AI,SPITEX (soins à domicile),16.75,Forecast
2025Q3,AI,Total,545.08,Forecast
2025Q3,AR,Autres,10.52,Forecast
2025Q3,AR,Etablissements médico-sociaux,65.07,Forecast
2025Q3,AR,Hôpitaux (ambulatoire),85.00,Forecast
2025Q3,AR,Hôpitaux (séjours),209.78,Forecast
2025Q3,AR,Laboratoire cabinet médical,14.81,Forecast
2025Q3,AR,Laboratoires,11.38,Forecast
2025Q3,AR,Médecins (ambulatoire) sans laboratoire,115.96,Forecast
2025Q3,AR,Médicaments (médecin),103.07,Forecast
2025Q3,AR,Pharmacies,13.05,Forecast
2025Q3,AR,Physiothérapeutes,8.99,Forecast
2025Q3,AR,SPITEX (soins à domicile),12.25,Forecast
2025Q3,AR,Total,649.89,Forecast
2025Q3,BE,Autres,20.64,Forecast
2025Q3,BE,Etablissements médico-sociaux,66.41,Forecast
2025Q3,BE,Hôpitaux (ambulatoire),82.28,Forecast
2025Q3,BE,Hôpitaux (séjours),200.91,Forecast
2025Q3,BE,Laboratoire cabinet médical,16.00,Forecast
2025Q3,BE,Laboratoires,18.94,Forecast
2025Q3,BE,Médecins (ambulatoire) sans laboratoire,156.37,Forecast
2025Q3,BE,Médicaments (médecin),63.71,Forecast
2025Q3,BE,Pharmacies,94.42,Forecast
2025Q3,BE,Physiothérapeutes,10.14,Forecast
2025Q3,BE,SPITEX (soins à domicile),24.48,Forecast
2025Q3,BE,Total,754.30,Forecast
2025Q3,BL,Autres,0.31,Forecast
2025Q3,BL,Etablissements médico-sociaux,41.15,Forecast
2025Q3,BL,Hôpitaux (ambulatoire),41.28,Forecast
2025Q3,BL,Hôpitaux (séjours),250.99,Forecast
2025Q3,BL,Laboratoire cabinet médical,15.00,Forecast
2025Q3,BL,Laboratoires,14.21,Forecast
2025Q3,BL,Médecins (ambulatoire) sans laboratoire,159.92,Forecast
2025Q3,BL,Médicaments (médecin),70.32,Forecast
2025Q3,BL,Pharmacies,75.01,Forecast
2025Q3,BL,Physiothérapeutes,16.43,Forecast
2025Q3,BL,SPITEX (soins à domicile),22.64,Forecast
2025Q3,BL,Total,707.22,Forecast
2025Q3,BS,Autres,24.23,Forecast
2025Q3,BS,Etablissements médico-sociaux,60.73,Forecast
2025Q3,BS,Hôpitaux (ambulatoire),93.07,Forecast
2025Q3,BS,Hôpitaux (séjours),302.75,Forecast
2025Q3,BS,Laboratoire cabinet médical,13.93,Forecast
2025Q3,BS,Laboratoires,17.47,Forecast
2025Q3,BS,Médecins (ambulatoire) sans laboratoire,168.79,Forecast
2025Q3,BS,Médicaments (médecin),6.68,Forecast
2025Q3,BS,Pharmacies,164.17,Forecast
2025Q3,BS,Physiothérapeutes,26.50,Forecast
2025Q3,BS,SPITEX (soins à domicile),26.91,Forecast
2025Q3,BS,Total,905.24,Forecast
2025Q3,CH,Autres,12.80,Forecast
2025Q3,CH,Etablissements médico-sociaux,49.44,Forecast
2025Q3,CH,Hôpitaux (ambulatoire),64.06,Forecast
2025Q3,CH,Hôpitaux (séjours),188.59,Forecast
2025Q3,CH,Laboratoire cabinet médical,13.20,Forecast
2025Q3,CH,Laboratoires,18.04,Forecast
2025Q3,CH,Médecins (ambulatoire) sans laboratoire,151.84,Forecast
2025Q3,CH,Médicaments (médecin),48.94,Forecast
2025Q3,CH,Pharmacies,86.24,Forecast
2025Q3,CH,Physiothérapeutes,13.52,Forecast
2025Q3,CH,SPITEX (soins à domicile),18.43,Forecast
2025Q3,CH,Total,665.07,Forecast
2025Q3,FR,Autres,22.51,Forecast
2025Q3,FR,Etablissements médico-sociaux,36.59,Forecast
2025Q3,FR,Hôpitaux (ambulatoire),51.19,Forecast
2025Q3,FR,Hôpitaux (séjours),147.91,Forecast
2025Q3,FR,Laboratoire cabinet médical,11.60,Forecast
2025Q3,FR,Laboratoires,17.65,Forecast
2025Q3,FR,Médecins (ambulatoire) sans laboratoire,141.82,Forecast
2025Q3,FR,Médicaments (médecin),5.22,Forecast
2025Q3,FR,Pharmacies,126.26,Forecast
2025Q3,FR,Physiothérapeutes,6.52,Forecast
2025Q3,FR,SPITEX (soins à domicile),7.47,Forecast
2025Q3,FR,Total,574.74,Forecast
2025Q3,GE,Autres,28.15,Forecast
2025Q3,GE,Etablissements médico-sociaux,50.14,Forecast
2025Q3,GE,Hôpitaux (ambulatoire),44.72,Forecast
2025Q3,GE,Hôpitaux (séjours),182.17,Forecast
2025Q3,GE,Laboratoire cabinet médical,5.69,Forecast
2025Q3,GE,Laboratoires,36.19,Forecast
2025Q3,GE,Médecins (ambulatoire) sans laboratoire,248.04,Forecast
2025Q3,GE,Médicaments (médecin),-5.35,Forecast
2025Q3,GE,Pharmacies,150.06,Forecast
2025Q3,GE,Physiothérapeutes,24.47,Forecast
2025Q3,GE,SPITEX (soins à domicile),14.07,Forecast
2025Q3,GE,Total,778.35,Forecast
2025Q3,GL,Autres,8.03,Forecast
2025Q3,GL,Etablissements médico-sociaux,55.01,Forecast
2025Q3,GL,Hôpitaux (ambulatoire),81.53,Forecast
2025Q3,GL,Hôpitaux (séjours),223.02,Forecast
2025Q3,GL,Laboratoire cabinet médical,13.89,Forecast
2025Q3,GL,Laboratoires,12.91,Forecast
2025Q3,GL,Médecins (ambulatoire) sans laboratoire,66.31,Forecast
2025Q3,GL,Médicaments (médecin),94.73,Forecast
2025Q3,GL,Pharmacies,22.98,Forecast
2025Q3,GL,Physiothérapeutes,8.04,Forecast
2025Q3,GL,SPITEX (soins à domicile),9.11,Forecast
2025Q3,GL,Total,595.53,Forecast
2025Q3,GR,Autres,-5.70,Forecast
2025Q3,GR,Etablissements médico-sociaux,44.21,Forecast
2025Q3,GR,Hôpitaux (ambulatoire),28.88,Forecast
2025Q3,GR,Hôpitaux (séjours),198.47,Forecast
2025Q3,GR,Laboratoire cabinet médical,14.11,Forecast
2025Q3,GR,Laboratoires,14.48,Forecast
2025Q3,GR,Médecins (ambulatoire) sans laboratoire,93.68,Forecast
2025Q3,GR,Médicaments (médecin),37.74,Forecast
2025Q3,GR,Pharmacies,84.23,Forecast
2025Q3,GR,Physiothérapeutes,3.91,Forecast
2025Q3,GR,SPITEX (soins à domicile),5.93,Forecast
2025Q3,GR,Total,519.92,Forecast
2025Q3,JU,Autres,11.60,Forecast
2025Q3,JU,Etablissements médico-sociaux,70.23,Forecast
2025Q3,JU,Hôpitaux (ambulatoire),38.93,Forecast
2025Q3,JU,Hôpitaux (séjours),208.48,Forecast
2025Q3,JU,Laboratoire cabinet médical,6.91,Forecast
2025Q3,JU,Laboratoires,12.03,Forecast
2025Q3,JU,Médecins (ambulatoire) sans laboratoire,99.31,Forecast
2025Q3,JU,Médicaments (médecin),-0.00,Forecast
2025Q3,JU,Pharmacies,150.35,Forecast
2025Q3,JU,Physiothérapeutes,6.33,Forecast
2025Q3,JU,SPITEX (soins à domicile),32.92,Forecast
2025Q3,JU,Total,637.05,Forecast
2025Q3,LU,Autres,-16.08,Forecast
2025Q3,LU,Etablissements médico-sociaux,44.20,Forecast
2025Q3,LU,Hôpitaux (ambulatoire),1.43,Forecast
2025Q3,LU,Hôpitaux (séjours),148.67,Forecast
2025Q3,LU,Laboratoire cabinet médical,12.04,Forecast
2025Q3,LU,Laboratoires,9.66,Forecast
2025Q3,LU,Médecins (ambulatoire) sans laboratoire,75.26,Forecast
2025Q3,LU,Médicaments (médecin),83.91,Forecast
2025Q3,LU,Pharmacies,-12.70,Forecast
2025Q3,LU,Physiothérapeutes,-5.99,Forecast
2025Q3,LU,SPITEX (soins à domicile),2.37,Forecast
2025Q3,LU,Total,342.76,Forecast
2025Q3,NE,Autres,42.94,Forecast
2025Q3,NE,Etablissements médico-sociaux,82.34,Forecast
2025Q3,NE,Hôpitaux (ambulatoire),143.48,Forecast
2025Q3,NE,Hôpitaux (séjours),188.68,Forecast
2025Q3,NE,Laboratoire cabinet médical,7.53,Forecast
2025Q3,NE,Laboratoires,39.19,Forecast
2025Q3,NE,Médecins (ambulatoire) sans laboratoire,152.66,Forecast
2025Q3,NE,Médicaments (médecin),6.18,Forecast
2025Q3,NE,Pharmacies,188.96,Forecast
2025Q3,NE,Physiothérapeutes,19.50,Forecast
2025Q3,NE,SPITEX (soins à domicile),34.61,Forecast
2025Q3,NE,Total,906.07,Forecast
2025Q3,NW,Autres,-0.21,Forecast
2025Q3,NW,Etablissements médico-sociaux,46.83,Forecast
2025Q3,NW,Hôpitaux (ambulatoire),63.25,Forecast
2025Q3,NW,Hôpitaux (séjours),159.31,Forecast
2025Q3,NW,Laboratoire cabinet médical,13.18,Forecast
2025Q3,NW,Laboratoires,12.38,Forecast
2025Q3,NW,Médecins (ambulatoire) sans laboratoire,93.12,Forecast
2025Q3,NW,Médicaments (médecin),97.21,Forecast
2025Q3,NW,Pharmacies,14.91,Forecast
2025Q3,NW,Physiothérapeutes,5.54,Forecast
2025Q3,NW,SPITEX (soins à domicile),4.64,Forecast
2025Q3,NW,Total,510.16,Forecast
2025Q3,OW,Autres,4.28,Forecast
2025Q3,OW,Etablissements médico-sociaux,46.82,Forecast
2025Q3,OW,Hôpitaux (ambulatoire),111.57,Forecast
2025Q3,OW,Hôpitaux (séjours),146.77,Forecast
2025Q3,OW,Laboratoire cabinet médical,13.40,Forecast
2025Q3,OW,Laboratoires,16.62,Forecast
2025Q3,OW,Médecins (ambulatoire) sans laboratoire,70.85,Forecast
2025Q3,OW,Médicaments (médecin),98.10,Forecast
2025Q3,OW,Pharmacies,8.75,Forecast
2025Q3,OW,Physiothérapeutes,9.23,Forecast
2025Q3,OW,SPITEX (soins à domicile),2.82,Forecast
2025Q3,OW,Total,529.20,Forecast
2025Q3,SG,Autres,2.12,Forecast
2025Q3,SG,Etablissements médico-sociaux,42.98,Forecast
2025Q3,SG,Hôpitaux (ambulatoire),59.55,Forecast
2025Q3,SG,Hôpitaux (séjours),181.55,Forecast
2025Q3,SG,Laboratoire cabinet médical,14.13,Forecast
2025Q3,SG,Laboratoires,12.12,Forecast
2025Q3,SG,Médecins (ambulatoire) sans laboratoire,117.81,Forecast
2025Q3,SG,Médicaments (médecin),99.81,Forecast
2025Q3,SG,Pharmacies,10.03,Forecast
2025Q3,SG,Physiothérapeutes,8.52,Forecast
2025Q3,SG,SPITEX (soins à domicile),6.04,Forecast
2025Q3,SG,Total,554.63,Forecast
2025Q3,SH,Autres,-22.70,Forecast
2025Q3,SH,Etablissements médico-sociaux,52.51,Forecast
2025Q3,SH,Hôpitaux (ambulatoire),-41.44,Forecast
2025Q3,SH,Hôpitaux (séjours),186.85,Forecast
2025Q3,SH,Laboratoire cabinet médical,12.79,Forecast
2025Q3,SH,Laboratoires,8.70,Forecast
2025Q3,SH,Médecins (ambulatoire) sans laboratoire,66.21,Forecast
2025Q3,SH,Médicaments (médecin),69.25,Forecast
2025Q3,SH,Pharmacies,39.08,Forecast
2025Q3,SH,Physiothérapeutes,0.25,Forecast
2025Q3,SH,SPITEX (soins à domicile),3.44,Forecast
2025Q3,SH,Total,374.92,Forecast
2025Q3,SO,Autres,7.20,Forecast
2025Q3,SO,Etablissements médico-sociaux,44.65,Forecast
2025Q3,SO,Hôpitaux (ambulatoire),98.68,Forecast
2025Q3,SO,Hôpitaux (séjours),220.68,Forecast
2025Q3,SO,Laboratoire cabinet médical,16.16,Forecast
2025Q3,SO,Laboratoires,14.35,Forecast
2025Q3,SO,Médecins (ambulatoire) sans laboratoire,137.53,Forecast
2025Q3,SO,Médicaments (médecin),99.32,Forecast
2025Q3,SO,Pharmacies,54.29,Forecast
2025Q3,SO,Physiothérapeutes,8.78,Forecast
2025Q3,SO,SPITEX (soins à domicile),16.34,Forecast
2025Q3,SO,Total,717.95,Forecast
2025Q3,SZ,Autres,0.94,Forecast
2025Q3,SZ,Etablissements médico-sociaux,41.02,Forecast
2025Q3,SZ,Hôpitaux (ambulatoire),41.48,Forecast
2025Q3,SZ,Hôpitaux (séjours),178.45,Forecast
2025Q3,SZ,Laboratoire cabinet médical,17.45,Forecast
2025Q3,SZ,Laboratoires,18.56,Forecast
2025Q3,SZ,Médecins (ambulatoire) sans laboratoire,155.50,Forecast
2025Q3,SZ,Médicaments (médecin),103.09,Forecast
2025Q3,SZ,Pharmacies,12.43,Forecast
2025Q3,SZ,Physiothérapeutes,10.88,Forecast
2025Q3,SZ,SPITEX (soins à domicile),6.02,Forecast
2025Q3,SZ,Total,585.80,Forecast
2025Q3,TG,Autres,12.33,Forecast
2025Q3,TG,Etablissements médico-sociaux,45.08,Forecast
2025Q3,TG,Hôpitaux (ambulatoire),101.55,Forecast
2025Q3,TG,Hôpitaux (séjours),197.49,Forecast
2025Q3,TG,Laboratoire cabinet médical,13.50,Forecast
2025Q3,TG,Laboratoires,11.24,Forecast
2025Q3,TG,Médecins (ambulatoire) sans laboratoire,114.78,Forecast
2025Q3,TG,Médicaments (médecin),88.52,Forecast
2025Q3,TG,Pharmacies,26.90,Forecast
2025Q3,TG,Physiothérapeutes,18.46,Forecast
2025Q3,TG,SPITEX (soins à domicile),13.71,Forecast
2025Q3,TG,Total,643.59,Forecast
2025Q3,TI,Autres,39.04,Forecast
2025Q3,TI,Etablissements médico-sociaux,89.39,Forecast
2025Q3,TI,Hôpitaux (ambulatoire),28.91,Forecast
2025Q3,TI,Hôpitaux (séjours),189.57,Forecast
2025Q3,TI,Laboratoire cabinet médical,12.99,Forecast
2025Q3,TI,Laboratoires,23.30,Forecast
2025Q3,TI,Médecins (ambulatoire) sans laboratoire,164.69,Forecast
2025Q3,TI,Médicaments (médecin),-1.07,Forecast
2025Q3,TI,Pharmacies,152.60,Forecast
2025Q3,TI,Physiothérapeutes,29.94,Forecast
2025Q3,TI,SPITEX (soins à domicile),37.30,Forecast
2025Q3,TI,Total,766.67,Forecast
2025Q3,UR,Autres,-10.37,Forecast
2025Q3,UR,Etablissements médico-sociaux,44.20,Forecast
2025Q3,UR,Hôpitaux (ambulatoire),76.27,Forecast
2025Q3,UR,Hôpitaux (séjours),170.13,Forecast
2025Q3,UR,Laboratoire cabinet médical,13.53,Forecast
2025Q3,UR,Laboratoires,7.45,Forecast
2025Q3,UR,Médecins (ambulatoire) sans laboratoire,58.95,Forecast
2025Q3,UR,Médicaments (médecin),87.77,Forecast
2025Q3,UR,Pharmacies,-10.60,Forecast
2025Q3,UR,Physiothérapeutes,0.84,Forecast
2025Q3,UR,SPITEX (soins à domicile),2.44,Forecast
2025Q3,UR,Total,440.60,Forecast
2025Q3,VD,Autres,28.74,Forecast
2025Q3,VD,Etablissements médico-sociaux,50.55,Forecast
2025Q3,VD,Hôpitaux (ambulatoire),87.79,Forecast
2025Q3,VD,Hôpitaux (séjours),160.36,Forecast
2025Q3,VD,Laboratoire cabinet médical,9.31,Forecast
2025Q3,VD,Laboratoires,21.27,Forecast
2025Q3,VD,Médecins (ambulatoire) sans laboratoire,172.42,Forecast
2025Q3,VD,Médicaments (médecin),0.89,Forecast
2025Q3,VD,Pharmacies,142.14,Forecast
2025Q3,VD,Physiothérapeutes,17.67,Forecast
2025Q3,VD,SPITEX (soins à domicile),29.19,Forecast
2025Q3,VD,Total,720.32,Forecast
2025Q3,VS,Autres,15.10,Forecast
2025Q3,VS,Etablissements médico-sociaux,54.07,Forecast
2025Q3,VS,Hôpitaux (ambulatoire),63.19,Forecast
2025Q3,VS,Hôpitaux (séjours),181.02,Forecast
2025Q3,VS,Laboratoire cabinet médical,11.31,Forecast
2025Q3,VS,Laboratoires,11.39,Forecast
2025Q3,VS,Médecins (ambulatoire) sans laboratoire,130.13,Forecast
2025Q3,VS,Médicaments (médecin),0.90,Forecast
2025Q3,VS,Pharmacies,139.67,Forecast
2025Q3,VS,Physiothérapeutes,11.28,Forecast
2025Q3,VS,SPITEX (soins à domicile),15.87,Forecast
2025Q3,VS,Total,633.91,Forecast
2025Q3,ZG,Autres,5.57,Forecast
2025Q3,ZG,Etablissements médico-sociaux,36.79,Forecast
2025Q3,ZG,Hôpitaux (ambulatoire),83.12,Forecast
2025Q3,ZG,Hôpitaux (séjours),180.72,Forecast
2025Q3,ZG,Laboratoire cabinet médical,13.18,Forecast
2025Q3,ZG,Laboratoires,24.66,Forecast
2025Q3,ZG,Médecins (ambulatoire) sans laboratoire,146.83,Forecast
2025Q3,ZG,Médicaments (médecin),77.80,Forecast
2025Q3,ZG,Pharmacies,32.67,Forecast
2025Q3,ZG,Physiothérapeutes,14.20,Forecast
2025Q3,ZG,SPITEX (soins à domicile),1.91,Forecast
2025Q3,ZG,Total,617.45,Forecast
2025Q3,ZH,Autres,12.68,Forecast
2025Q3,ZH,Etablissements médico-sociaux,41.65,Forecast
2025Q3,ZH,Hôpitaux (ambulatoire),57.94,Forecast
2025Q3,ZH,Hôpitaux (séjours),185.44,Forecast
2025Q3,ZH,Laboratoire cabinet médical,15.66,Forecast
2025Q3,ZH,Laboratoires,20.64,Forecast
2025Q3,ZH,Médecins (ambulatoire) sans laboratoire,197.03,Forecast
2025Q3,ZH,Médicaments (médecin),79.42,Forecast
2025Q3,ZH,Pharmacies,59.69,Forecast
2025Q3,ZH,Physiothérapeutes,19.51,Forecast
2025Q3,ZH,SPITEX (soins à domicile),26.12,Forecast
2025Q3,ZH,Total,715.77,Forecast
2025Q4,AG,Autres,31.22,Forecast
2025Q4,AG,Etablissements médico-sociaux,39.40,Forecast
2025Q4,AG,Hôpitaux (ambulatoire),192.64,Forecast
2025Q4,AG,Hôpitaux (séjours),207.83,Forecast
2025Q4,AG,Laboratoire cabinet médical,19.58,Forecast
2025Q4,AG,Laboratoires,20.13,Forecast
2025Q4,AG,Médecins (ambulatoire) sans laboratoire,196.75,Forecast
2025Q4,AG,Médicaments (médecin),33.14,Forecast
2025Q4,AG,Pharmacies,155.68,Forecast
2025Q4,AG,Physiothérapeutes,29.71,Forecast
2025Q4,AG,SPITEX (soins à domicile),22.70,Forecast
2025Q4,AG,Total,948.78,Forecast
2025Q4,AI,Autres,35.52,Forecast
2025Q4,AI,Etablissements médico-sociaux,60.81,Forecast
2025Q4,AI,Hôpitaux (ambulatoire),148.77,Forecast
2025Q4,AI,Hôpitaux (séjours),214.83,Forecast
2025Q4,AI,Laboratoire cabinet médical,16.26,Forecast
2025Q4,AI,Laboratoires,15.34,Forecast
2025Q4,AI,Médecins (ambulatoire) sans laboratoire,152.57,Forecast
2025Q4,AI,Médicaments (médecin),103.21,Forecast
2025Q4,AI,Pharmacies,21.86,Forecast
2025Q4,AI,Physiothérapeutes,17.86,Forecast
2025Q4,AI,SPITEX (soins à domicile),29.78,Forecast
2025Q4,AI,Total,816.80,Forecast
2025Q4,AR,Autres,38.89,Forecast
2025Q4,AR,Etablissements médico-sociaux,72.09,Forecast
2025Q4,AR,Hôpitaux (ambulatoire),179.87,Forecast
2025Q4,AR,Hôpitaux (séjours),230.93,Forecast
2025Q4,AR,Laboratoire cabinet médical,19.37,Forecast
2025Q4,AR,Laboratoires,20.04,Forecast
2025Q4,AR,Médecins (ambulatoire) sans laboratoire,196.40,Forecast
2025Q4,AR,Médicaments (médecin),121.33,Forecast
2025Q4,AR,Pharmacies,44.34,Forecast
2025Q4,AR,Physiothérapeutes,27.80,Forecast
2025Q4,AR,SPITEX (soins à domicile),23.91,Forecast
2025Q4,AR,Total,974.98,Forecast
2025Q4,BE,Autres,55.69,Forecast
2025Q4,BE,Etablissements médico-sociaux,72.98,Forecast
2025Q4,BE,Hôpitaux (ambulatoire),203.54,Forecast
2025Q4,BE,Hôpitaux (séjours),246.02,Forecast
2025Q4,BE,Laboratoire cabinet médical,22.41,Forecast
2025Q4,BE,Laboratoires,27.75,Forecast
2025Q4,BE,Médecins (ambulatoire) sans laboratoire,242.77,Forecast
2025Q4,BE,Médicaments (médecin),93.29,Forecast
2025Q4,BE,Pharmacies,143.82,Forecast
2025Q4,BE,Physiothérapeutes,30.83,Forecast
2025Q4,BE,SPITEX (soins à domicile),36.06,Forecast
2025Q4,BE,Total,1175.13,Forecast
2025Q4,BL,Autres,44.46,Forecast
2025Q4,BL,Etablissements médico-sociaux,53.29,Forecast
2025Q4,BL,Hôpitaux (ambulatoire),222.18,Forecast
2025Q4,BL,Hôpitaux (séjours),269.78,Forecast
2025Q4,BL,Laboratoire cabinet médical,21.88,Forecast
2025Q4,BL,Laboratoires,26.20,Forecast
2025Q4,BL,Médecins (ambulatoire) sans laboratoire,262.89,Forecast
2025Q4,BL,Médicaments (médecin),97.87,Forecast
2025Q4,BL,Pharmacies,127.58,Forecast
2025Q4,BL,Physiothérapeutes,43.68,Forecast
2025Q4,BL,SPITEX (soins à domicile),35.23,Forecast
2025Q4,BL,Total,1205.05,Forecast
2025Q4,BS,Autres,72.10,Forecast
2025Q4,BS,Etablissements médico-sociaux,67.82,Forecast
2025Q4,BS,Hôpitaux (ambulatoire),218.09,Forecast
2025Q4,BS,Hôpitaux (séjours),304.44,Forecast
2025Q4,BS,Laboratoire cabinet médical,20.48,Forecast
2025Q4,BS,Laboratoires,29.07,Forecast
2025Q4,BS,Médecins (ambulatoire) sans laboratoire,267.47,Forecast
2025Q4,BS,Médicaments (médecin),26.08,Forecast
2025Q4,BS,Pharmacies,214.89,Forecast
2025Q4,BS,Physiothérapeutes,50.38,Forecast
2025Q4,BS,SPITEX (soins à domicile),40.95,Forecast
2025Q4,BS,Total,1311.78,Forecast
2025Q4,CH,Autres,51.28,Forecast
2025Q4,CH,Etablissements médico-sociaux,58.47,Forecast
2025Q4,CH,Hôpitaux (ambulatoire),187.62,Forecast
2025Q4,CH,Hôpitaux (séjours),214.16,Forecast
2025Q4,CH,Laboratoire cabinet médical,19.04,Forecast
2025Q4,CH,Laboratoires,29.47,Forecast
2025Q4,CH,Médecins (ambulatoire) sans laboratoire,245.60,Forecast
2025Q4,CH,Médicaments (médecin),72.30,Forecast
2025Q4,CH,Pharmacies,134.25,Forecast
2025Q4,CH,Physiothérapeutes,36.82,Forecast
2025Q4,CH,SPITEX (soins à domicile),33.02,Forecast
2025Q4,CH,Total,1082.02,Forecast
2025Q4,FR,Autres,58.99,Forecast
2025Q4,FR,Etablissements médico-sociaux,46.58,Forecast
2025Q4,FR,Hôpitaux (ambulatoire),161.76,Forecast
2025Q4,FR,Hôpitaux (séjours),168.81,Forecast
2025Q4,FR,Laboratoire cabinet médical,18.66,Forecast
2025Q4,FR,Laboratoires,29.26,Forecast
2025Q4,FR,Médecins (ambulatoire) sans laboratoire,238.84,Forecast
2025Q4,FR,Médicaments (médecin),25.78,Forecast
2025Q4,FR,Pharmacies,180.30,Forecast
2025Q4,FR,Physiothérapeutes,29.04,Forecast
2025Q4,FR,SPITEX (soins à domicile),22.46,Forecast
2025Q4,FR,Total,980.50,Forecast
2025Q4,GE,Autres,78.40,Forecast
2025Q4,GE,Etablissements médico-sociaux,63.36,Forecast
2025Q4,GE,Hôpitaux (ambulatoire),224.70,Forecast
2025Q4,GE,Hôpitaux (séjours),218.65,Forecast
2025Q4,GE,Laboratoire cabinet médical,11.73,Forecast
2025Q4,GE,Laboratoires,59.27,Forecast
2025Q4,GE,Médecins (ambulatoire) sans laboratoire,394.91,Forecast
2025Q4,GE,Médicaments (médecin),15.95,Forecast
2025Q4,GE,Pharmacies,220.53,Forecast
2025Q4,GE,Physiothérapeutes,56.32,Forecast
2025Q4,GE,SPITEX (soins à domicile),31.61,Forecast
2025Q4,GE,Total,1375.41,Forecast
2025Q4,GL,Autres,38.60,Forecast
2025Q4,GL,Etablissements médico-sociaux,63.42,Forecast
2025Q4,GL,Hôpitaux (ambulatoire),182.35,Forecast
2025Q4,GL,Hôpitaux (séjours),209.56,Forecast
2025Q4,GL,Laboratoire cabinet médical,18.68,Forecast
2025Q4,GL,Laboratoires,20.72,Forecast
2025Q4,GL,Médecins (ambulatoire) sans laboratoire,141.45,Forecast
2025Q4,GL,Médicaments (médecin),117.87,Forecast
2025Q4,GL,Pharmacies,54.61,Forecast
2025Q4,GL,Physiothérapeutes,29.36,Forecast
2025Q4,GL,SPITEX (soins à domicile),19.16,Forecast
2025Q4,GL,Total,895.78,Forecast
2025Q4,GR,Autres,27.80,Forecast
2025Q4,GR,Etablissements médico-sociaux,51.97,Forecast
2025Q4,GR,Hôpitaux (ambulatoire),184.02,Forecast
2025Q4,GR,Hôpitaux (séjours),192.01,Forecast
2025Q4,GR,Laboratoire cabinet médical,18.90,Forecast
2025Q4,GR,Laboratoires,24.49,Forecast
2025Q4,GR,Médecins (ambulatoire) sans laboratoire,186.77,Forecast
2025Q4,GR,Médicaments (médecin),57.90,Forecast
2025Q4,GR,Pharmacies,127.75,Forecast
2025Q4,GR,Physiothérapeutes,26.15,Forecast
2025Q4,GR,SPITEX (soins à domicile),20.12,Forecast
2025Q4,GR,Total,917.87,Forecast
2025Q4,JU,Autres,51.36,Forecast
2025Q4,JU,Etablissements médico-sociaux,89.72,Forecast
2025Q4,JU,Hôpitaux (ambulatoire),196.27,Forecast
2025Q4,JU,Hôpitaux (séjours),266.62,Forecast
2025Q4,JU,Laboratoire cabinet médical,13.10,Forecast
2025Q4,JU,Laboratoires,25.65,Forecast
2025Q4,JU,Médecins (ambulatoire) sans laboratoire,202.13,Forecast
2025Q4,JU,Médicaments (médecin),18.41,Forecast
2025Q4,JU,Pharmacies,198.39,Forecast
2025Q4,JU,Physiothérapeutes,34.08,Forecast
2025Q4,JU,SPITEX (soins à domicile),50.72,Forecast
2025Q4,JU,Total,1146.46,Forecast
2025Q4,LU,Autres,26.64,Forecast
2025Q4,LU,Etablissements médico-sociaux,55.27,Forecast
2025Q4,LU,Hôpitaux (ambulatoire),128.00,Forecast
2025Q4,LU,Hôpitaux (séjours),161.87,Forecast
2025Q4,LU,Laboratoire cabinet médical,17.70,Forecast
